1,2,3,4,5,6,7,8,9,10,11
2024AlbertaRegistered nurses,2024,Alberta,Registered nurses,42694,7783,—,34911,—,0.182297278,—
2024British ColumbiaRegistered nurses,2024,British Columbia,Registered nurses,43711,3662,—,40049,41115,0.083777539,—
2024ManitobaRegistered nurses,2024,Manitoba,Registered nurses,13895,1138,—,12757,—,0.081899964,—
2024New BrunswickRegistered nurses,2024,New Brunswick,Registered nurses,8275,1068,—,7207,7511,0.129063444,—
2024Newfoundland and LabradorRegistered nurses,2024,Newfoundland and Labrador,Registered nurses,6315,—,—,—,6208,—,—
2024Northwest Territories/NunavutRegistered nurses,2024,Northwest Territories/Nunavut,Registered nurses,1766,—,—,—,—,—,—
2024Nova ScotiaRegistered nurses,2024,Nova Scotia,Registered nurses,11574,1951,—,9623,10801,0.168567479,—
2024OntarioRegistered nurses,2024,Ontario,Registered nurses,115406,10582,—,104824,106523,0.091693673,—
2024Prince Edward IslandRegistered nurses,2024,Prince Edward Island,Registered nurses,1922,197,—,1725,1803,0.102497399,—
2024Provinces/territories with available dataRegistered nurses,2024,Provinces/territories with available data,Registered nurses,338871,—,—,—,263515,—,—
2024QuebecRegistered nurses,2024,Quebec,Registered nurses,80077,6071,—,74006,77262,0.075814529,—
2024SaskatchewanRegistered nurses,2024,Saskatchewan,Registered nurses,12505,1341,—,11164,11619,0.107237105,—
2024YukonRegistered nurses,2024,Yukon,Registered nurses,731,179,—,552,673,0.244870041,—
2024AlbertaRegistered psychiatric nurses,2024,Alberta,Registered psychiatric nurses,1453,108,—,1345,1439,0.074328975,—
2024British ColumbiaRegistered psychiatric nurses,2024,British Columbia,Registered psychiatric nurses,3459,270,—,3189,3332,0.078057242,—
2024ManitobaRegistered psychiatric nurses,2024,Manitoba,Registered psychiatric nurses,1177,78,—,1099,1088,0.066270178,—
2024Northwest Territories/NunavutRegistered psychiatric nurses,2024,Northwest Territories/Nunavut,Registered psychiatric nurses,28,—,—,—,—,—,—
2024Provinces/territories with available dataRegistered psychiatric nurses,2024,Provinces/territories with available data,Registered psychiatric nurses,6941,—,—,—,6561,—,—
2024SaskatchewanRegistered psychiatric nurses,2024,Saskatchewan,Registered psychiatric nurses,798,59,—,739,702,0.073934837,—
2024YukonRegistered psychiatric nurses,2024,Yukon,Registered psychiatric nurses,26,—,—,—,—,—,—
